Ef
-1.707352345
-1.794562289
-0.990648965
-0.846142879
-1.126858714
-1.093928718
-2.190484072
-2.191388546
-2.190074868
-2.189005006
-1.477232103
-1.476152948
-1.464110102
-1.330417198
-1.126870283
-1.135600372
-1.814474235
-2.281708356
-2.272971556
-1.225467324
-1.347663214
-1.327054381
-1.312136361
-1.177581743
-1.210362951
-1.413801432
-1.858037539
-1.860386911
-1.857557901
-1.448472904
-1.447932193
-1.160864519
-1.50140142
-1.501100022
-1.514853373
-1.517470037
-1.827096096
-1.853198236
-1.884686001
-0.746936835
-1.884667765
-0.746711124
-1.600523063
-1.802841667
-1.450563544
-1.444640065
-1.451422607
-2.210298052
-2.210240214
-1.598532917
-1.598265242
-1.310101529
-1.330468187
-1.440182509
-2.229160854
-0.715579346
-1.031181923
-1.151217816
-1.384739133
-1.40479389
-1.536385815
-2.099677071
-1.060371154
-1.069390783
-1.052887544
-1.47694236
-1.066243458
-1.403902588
-2.186544823
-1.042441376
-1.288619074
-1.356927769
-1.416573299
-0.948343001
-1.338221246
-1.026874606
-0.951696405
-1.087061608
-1.083148859
-1.007389987
-2.162797237
-2.14008351
-1.443437774
-1.430480323
-1.185063483
-1.176337063
-1.259167143
-1.16708576
-1.224842347
-1.11530518
-1.297825587
-0.990639267
-1.276147038
-1.263391754
-1.287086712
-1.209714894
-1.085320486
-1.296993643
-1.246021662
-1.215976556
-1.252814049
-1.218001028
-1.204859977
-1.09487743
-1.102065143
-2.252851912
-1.189142144
-1.290668501
-1.419979615
-1.817230954
-1.40557731
-1.407188509
-1.122561154
-1.103390765
-1.394991122
-1.425030705
-2.201715899
-1.557859632
-1.399346429
-1.399346121
-2.198647378
-1.370394226
-1.368665289
-1.2869406
-0.979186353
-0.684785758
-1.076298757
-0.694704178
-0.798052045
-0.795911542
-1.117540685
-0.717564623
-1.045281756
-1.828219644
-0.85347986
-1.006471884
-1.829351347
-2.002817303
-2.083848892
-1.044024534
-1.215846292
-0.688996935
-1.311502926
-1.726888516
-1.202539823
-1.202412387
-1.203093453
-1.202721807
-1.272419015
-1.203831127
-1.271399216
-2.474424977
-2.474000247
-2.473938711
-2.512619019
-2.511175463
-2.512534331
-2.468975326
-1.705079201
-1.697025207
-1.698775834
-1.40117482
-1.397709109
-1.610259743
-1.611108597
-1.617929023
-1.301653839
-1.358057619
-1.36400772
-1.295726649
-1.308640026
-2.599574641
-2.597033427
-2.602868079
-1.507640184
-1.573465848
-1.572445762
-1.571847379
-1.374964169
-1.389832121
-1.389908575
-1.37440254
-1.37405126
-1.683933106
-2.185404966
-2.175880233
-2.187682804
-1.719696911
-1.719355235
-1.726083048
-1.707489048
-1.416590538
-1.415894712
-1.743672907
-1.743016409
-1.744577854
-1.337457554
-2.199730069
-2.198718976
-0.925134466
-2.198720479
-0.925340811
-2.155522889
-1.686605153
-1.687211685
-1.686443803
-1.686079867
-1.685831496
-1.686158558
-2.513591347
-2.514836921
-1.534736691
-2.514845463
-2.514987163
-1.924617486
-2.095387947
-1.740698504
-1.738175272
-2.148325111
-2.569088497
-1.717604466
-1.717060715
-0.789550429
-0.87872792
-2.118700437
-1.290756553
-1.437344909
-1.678860071
-1.66147478
-1.361934477
-1.674788618
-1.252998702
-1.36505267
-1.880293228
-2.02518843
-2.528776146
-2.475684081
-1.296583632
-1.628903578
-2.470407885
-1.670483767
-1.283523136
-1.394264446
-1.513154135
-2.11260572
-1.657271919
-1.299575632
-1.392941759
-1.653246333
-1.788001998
-1.628101053
-2.025131296
-1.012884254
-2.02508823
-1.01286654
-2.471729386
-2.395908001
-2.463564074
-2.528713221
-2.424456023
-2.528566249
-2.424922073
-2.528202776
-2.511755039
-2.505281284
-2.109101338
-2.358743118
-2.120325276
-1.34806044
-2.484236307
-1.310382282
-2.413281178
-1.640376122
-2.43054564
-2.412328144
-2.357962204
-2.43045145
-1.251502736
-1.659730166
-1.253860274
-1.591439701
-1.30097268
-1.189831763
-1.452516456
-1.347303683
-2.43051432
-1.317883403
-2.522597441
-1.650908418
-1.716862263
-2.565241605
-1.531328942
-1.302965443
-1.662162378
-1.223188853
-1.259527181
-1.566622264
-1.425348908
-1.495275741
-1.728498458
-1.73712059
-1.041508535
-1.295931282
-0.913693107
-2.395875328
-2.414887532
-1.622011116
-1.604294432
-1.251228572
-1.231459633
-1.361184045
-1.425732643
-1.461069566
-1.269657783
-1.616921394
-1.594397429
-1.238112603
-1.280517524
-1.666365154
-1.336221179
-1.582899794
-1.595926199
-1.766308522
-1.569616834
-1.596714297
-1.317312731
-1.322687204
-0.721564777
-1.278201519
-1.69223248
-1.236755919
-2.408445089
-2.482610857
-2.339107813
-2.482341801
-2.468786433
-2.468035757
-1.685267553
-1.661912003
-1.661472049
-1.648048336
-1.670739385
-1.371143585
-1.587593243
-1.591506925
-1.607984904
-1.262713637
-1.278915268
-1.28774771
-1.288915994
-1.338470834
-1.278925942
-2.577164689
-2.547885247
-2.547328589
-2.568713861
-1.480639375
-1.544416094
-1.526341898
-1.332523028
-1.597004106
-1.632022007
-1.653946464
-2.142202145
-1.671258113
-1.681014097
-1.688357472
-1.670532076
-1.671444741
-1.68419453
-1.386537889
-1.38577858
-1.71942622
-1.686750007
-1.201743734
-2.194583744
-1.661664161
-1.633394161
-2.504710898
-2.377328512
-2.224020827
-2.504318811
-2.401736224
-2.504365873
-2.401278496
-2.500491611
-2.3954786
-2.459688599
-2.458021131
-1.892567822
-1.466514283
-2.056163927
-0.835248125
-2.056160785
-0.835241819
-2.056179195
-1.703567797
-2.534924219
-1.654652436
-1.707910905
-2.033611526
-1.201348834
-1.426944872
-1.420896036
-0.869040444
-1.299605563
-1.282960954
-0.966480565
-0.966512495
-0.910765005
-1.207844383
-0.911942278
-0.911959877
-0.934416511
-1.01392126
-1.066750351
-0.962886729
-1.014054032
-1.039690021
-1.11419664
-0.929495749
-1.336613657
-0.807715595
-1.079329311
-1.268559182
-1.207135718
-1.248117445
-1.009128209
-2.054955862
-2.142262788
-1.02313901
-3.716658405
-3.49877587
-3.282387554
-2.083597551
-1.619454489
-2.113499837
-2.087203746
-1.878406906
-3.512492391
-3.516489445
-3.367047996
-3.26900386
-3.717494685
-3.663780495
-3.711117135
-2.689970873
-2.546545877
-2.693267759
-2.324514605
-2.368957201
-2.383258835
-2.26600792
-2.708846901
-2.200345905
-2.273790412
-2.206199502
-2.183433842
-3.863598597
-3.857951756
-2.452145856
-2.479018529
-2.530455147
-2.503522838
-2.669960426
-2.216623554
-2.366309137
-3.407712933
-3.315718471
-3.419956172
-3.447730921
-3.35869042
-2.795155093
-2.781261894
-2.77547613
-2.77965495
-2.312851447
-2.262225894
-2.374598138
-2.253640308
-2.373851747
-2.759789749
-2.764887139
-2.063646365
-2.178426608
-3.268347923
-2.698656659
-3.651533205
-3.647310351
-3.645740551
-1.90779953
-2.332159744
-2.779702125
-3.877451721
-2.713076083
-2.691265639
-2.714330934
-2.617208009
-1.533925997
-3.41027622
-3.349951938
-3.685253828
-3.713098306
-3.703845233
-2.655398552
-2.687941033
-2.644636186
-2.597728833
-2.671971536
-2.267236096
-2.739352566
-2.739940639
-2.740719154
-2.735800038
-2.728600933
-2.323312648
-2.325988314
-2.324613752
-2.142642621
-2.326135334
-2.318037142
-2.324425678
-2.323100788
-1.691365182
-2.323121624
-1.68375989
-3.831331342
-2.551412692
-2.523796045
-2.552135642
-2.717782775
-2.67890381
-2.148025255
-2.170989477
-2.2012327
-2.655729953
-2.440257913
-3.535454168
-2.818575329
-2.704682146
-2.816942144
-2.817801387
-2.817749873
-2.81832587
-2.818447034
-2.38543059
-2.382526054
-2.387315863
-2.745994067
-2.755849809
-2.09003774
-2.08974017
-2.152558678
-3.282236483
-2.769554045
-3.619624691
-3.550533006
-3.55645559
-2.85942374
-2.789035406
-2.787447303
-2.679138705
-2.209270966
-2.113293909
-3.875424861
-2.77157872
-2.022309192
-3.642105623
-2.663729491
-2.617400068
-2.29937499
-2.274403927
-2.242006918
-2.247357599
-2.181609998
-2.445839569
-2.1883215
-3.470999423
-3.440158588
-3.343473623
-3.511994378
-3.505201936
-2.778434622
-2.698079274
-2.379306542
-2.306080222
-2.720305438
-2.728411414
-2.764030437
-2.698501932
-0.936585541
-2.207183536
-2.109404774
-2.087807287
-3.453294739
-3.538268535
-3.345469923
-3.319229666
-3.248625817
-3.318031952
-3.348637083
-3.709330479
-3.709717693
-3.684179546
-3.704115879
-2.680205147
-2.638226849
-2.400484393
-2.368104741
-2.712161286
-2.731530878
-2.292050475
-2.29523027
-2.275594734
-2.276345354
-3.822236295
-3.833745409
-2.532884415
-2.512318456
-2.537397906
-2.743283461
-2.183165258
-2.178399466
